index,dataset_name,display_name,reverse,reverse_bool,split,shape,phenotype,cleaned_phenotype,screen_rationale,screen_type,screen_category,library_methodology,cell_type,cell_line,num_genes,publication_year,author,source_id,umap_x_ground_truth,umap_y_ground_truth,umap_x_ground_truth_train_fitted,umap_y_ground_truth_train_fitted
1626,1830,1830 (forward),Forward,False,Test,diamond,"increases resistance to HCoV-OC43 infection, as measured by increased survival of HEK293T-hACE2 cells during prolonged infection",Host-Pathogen / Infection Response,Increased resistance to virus,Positive Selection,unidirectional,Knockout,Embryonic Kidney Cell Line,HEK293T/ACE2,18984,2022,Grodzki M (2022),35086559,5.6010565757751465,5.047501564025879,10.737248880032372,10.68101222270058
1627,U_1862_inc,U_1862_inc (forward),Forward,False,Test,diamond,increase resistance to SARS-CoV-2 infection,Host-Pathogen / Infection Response,Increased/decreased resistance to virus,bidirectional,bidirectional,Knockout,Lung Adenocarcinoma Cell Line,Calu-3,19372,2022,Rebendenne A (2022),35879413,3.8418822288513184,7.057425022125244,11.01367862415632,10.8689105021357
1628,U_1863_inc,U_1863_inc (forward),Forward,False,Test,diamond,increase resistance to SARS-CoV-2 infection,Host-Pathogen / Infection Response,Increased/decreased resistance to virus,bidirectional,bidirectional,Activation,Lung Adenocarcinoma Cell Line,Calu-3,18458,2022,Rebendenne A (2022),35879413,5.008331775665283,5.2190093994140625,10.921255630665584,10.812105854077991
1629,U_1863_dec,U_1863_dec (forward),Forward,False,Test,diamond,decrease resistance to SARS-CoV-2 infection,Host-Pathogen / Infection Response,Increased/decreased resistance to virus,bidirectional,bidirectional,Activation,Lung Adenocarcinoma Cell Line,Calu-3,18458,2022,Rebendenne A (2022),35879413,3.870541572570801,7.018035411834717,10.896860268648336,10.866322905634162
1630,U_1863_merged,U_1863_merged (forward),Forward,False,Test,diamond,either increases or decreases resistance to SARS-CoV-2 infection,Host-Pathogen / Infection Response,Increased/decreased resistance to virus,Positive and Negative Selection,bidirectional,Activation,Lung Adenocarcinoma Cell Line,Calu-3,18458,2022,Rebendenne A (2022),35879413,3.928314208984375,6.989630222320557,10.8923118523612,10.862109797800189
1631,U_1864_inc,U_1864_inc (forward),Forward,False,Test,diamond,increase cellular resistance to SARS-CoV-2 infection,Host-Pathogen / Infection Response,Increased/decreased resistance to virus,bidirectional,bidirectional,Knockout,Colonic Adenocarcinoma Cell Line,Caco-2-ACE2,18422,2022,Rebendenne A (2022),35879413,3.9096739292144775,7.033390045166016,10.916399791393433,10.883409088416677
1632,U_1864_dec,U_1864_dec (forward),Forward,False,Test,diamond,decrease cellular resistance to SARS-CoV-2 infection,Host-Pathogen / Infection Response,Increased/decreased resistance to virus,bidirectional,bidirectional,Knockout,Colonic Adenocarcinoma Cell Line,Caco-2-ACE2,18422,2022,Rebendenne A (2022),35879413,4.243406295776367,5.459026336669922,10.8208941776198,10.83533582768894
1633,U_1864_merged,U_1864_merged (forward),Forward,False,Test,diamond,either increases or decreases cellular resistance to SARS-CoV-2 infection,Host-Pathogen / Infection Response,Increased/decreased resistance to virus,Positive and Negative Selection,bidirectional,Knockout,Colonic Adenocarcinoma Cell Line,Caco-2-ACE2,18422,2022,Rebendenne A (2022),35879413,3.810476064682007,6.786626815795898,10.92424668099146,10.831646925203419
1634,U_1865_inc,U_1865_inc (forward),Forward,False,Test,diamond,increase resistance to SARS-CoV-2 infection,Host-Pathogen / Infection Response,Increased/decreased resistance to virus,bidirectional,bidirectional,Knockout,Lung Cancer Cell Line,A549-ACE2,553,2022,Rebendenne A (2022),35879413,3.963365316390991,6.489367485046387,8.501185803915323,10.071687953159698
1635,U_1865_dec,U_1865_dec (forward),Forward,False,Test,diamond,decrease resistance to SARS-CoV-2 infection,Host-Pathogen / Infection Response,Increased/decreased resistance to virus,bidirectional,bidirectional,Knockout,Lung Cancer Cell Line,A549-ACE2,553,2022,Rebendenne A (2022),35879413,3.2832186222076416,6.950255870819092,6.414294324882276,8.315747103036802
1636,U_1865_merged,U_1865_merged (forward),Forward,False,Test,diamond,either increases or decreases resistance to SARS-CoV-2 infection,Host-Pathogen / Infection Response,Increased/decreased resistance to virus,Positive and Negative Selection,bidirectional,Knockout,Lung Cancer Cell Line,A549-ACE2,553,2022,Rebendenne A (2022),35879413,3.432648181915283,6.897294998168945,9.185395512868933,8.921863111037654
1637,1879,1879 (forward),Forward,False,Test,diamond,increases resistance to polymyxin B,Drug / Chemical / Environmental Response,Increased drug resistance,Positive Selection,unidirectional,Knockout,Kidney Cell Line,HK-2,18983,2022,Lu J (2022),35570209,5.008365631103516,3.8829991817474365,10.642611523038717,10.433814115129984
1638,U_1882_dec,U_1882_dec (forward),Forward,False,Test,diamond,decrease cellular susceptibility to SARS-CoV-2 infection,Host-Pathogen / Infection Response,Increased/decreased resistance to virus,bidirectional,bidirectional,Knockout,Hepatoma Cell Line,Huh-7.5.1-ACE2,553,2022,Rebendenne A (2022),35879413,3.8443098068237305,7.009246826171875,10.07301878319088,9.190888967244103
1639,U_1882_inc,U_1882_inc (forward),Forward,False,Test,diamond,increase cellular susceptibility to SARS-CoV-2 infection,Host-Pathogen / Infection Response,Increased/decreased resistance to virus,bidirectional,bidirectional,Knockout,Hepatoma Cell Line,Huh-7.5.1-ACE2,553,2022,Rebendenne A (2022),35879413,3.265885591506958,6.9442243576049805,3.382522506215631,8.020576867233379
1640,U_1882_merged,U_1882_merged (forward),Forward,False,Test,diamond,either increases or decreases cellular susceptibility to SARS-CoV-2 infection,Host-Pathogen / Infection Response,Increased/decreased resistance to virus,Positive and Negative Selection,bidirectional,Knockout,Hepatoma Cell Line,Huh-7.5.1-ACE2,553,2022,Rebendenne A (2022),35879413,3.5716068744659424,6.968771457672119,4.322130903446708,8.379064218993992
1641,U_1884_inc,U_1884_inc (forward),Forward,False,Test,diamond,increase resistance to SARS-CoV-2 infection,Host-Pathogen / Infection Response,Increased/decreased resistance to virus,bidirectional,bidirectional,Knockout,Colonic Adenocarcinoma Cell Line,Caco-2-ACE2,553,2022,Rebendenne A (2022),35879413,3.9272773265838623,6.853390693664551,10.763058155922463,10.81409852023256
1642,U_1884_dec,U_1884_dec (forward),Forward,False,Test,diamond,decrease resistance to SARS-CoV-2 infection,Host-Pathogen / Infection Response,Increased/decreased resistance to virus,bidirectional,bidirectional,Knockout,Colonic Adenocarcinoma Cell Line,Caco-2-ACE2,553,2022,Rebendenne A (2022),35879413,3.215843677520752,6.9339070320129395,3.4433396391739053,8.255499062188763
1643,U_1884_merged,U_1884_merged (forward),Forward,False,Test,diamond,either increases or decreases resistance to SARS-CoV-2 infection,Host-Pathogen / Infection Response,Increased/decreased resistance to virus,Positive and Negative Selection,bidirectional,Knockout,Colonic Adenocarcinoma Cell Line,Caco-2-ACE2,553,2022,Rebendenne A (2022),35879413,3.6304495334625244,6.988631248474121,7.078154122986167,8.830015244655733
1644,U_1886_inc,U_1886_inc (forward),Forward,False,Test,diamond,increase cellular resistance to SARS-CoV-2 infection,Host-Pathogen / Infection Response,Increased/decreased resistance to virus,bidirectional,bidirectional,Knockout,Lung Adenocarcinoma Cell Line,Calu-3,553,2022,Rebendenne A (2022),35879413,3.804217576980591,7.050114631652832,10.825896540152657,10.721305672363052
1645,U_1886_dec,U_1886_dec (forward),Forward,False,Test,diamond,decrease cellular resistance to SARS-CoV-2 infection,Host-Pathogen / Infection Response,Increased/decreased resistance to virus,bidirectional,bidirectional,Knockout,Lung Adenocarcinoma Cell Line,Calu-3,553,2022,Rebendenne A (2022),35879413,3.2443087100982666,6.934729099273682,7.133020317530523,6.7515722847892405
1646,U_1886_merged,U_1886_merged (forward),Forward,False,Test,diamond,either increases or decreases cellular resistance to SARS-CoV-2 infection,Host-Pathogen / Infection Response,Increased/decreased resistance to virus,Positive and Negative Selection,bidirectional,Knockout,Lung Adenocarcinoma Cell Line,Calu-3,553,2022,Rebendenne A (2022),35879413,3.3939931392669678,6.983942985534668,7.075661516659241,8.8526650521929
1647,U_1887_inc,U_1887_inc (forward),Forward,False,Test,diamond,increase resistance to SARS-CoV-2 infection,Host-Pathogen / Infection Response,Increased/decreased resistance to virus,bidirectional,bidirectional,Knockout,Lung Adenocarcinoma Cell Line,Calu-3,556,2022,Rebendenne A (2022),35879413,3.928053855895996,6.968313217163086,10.92061315356263,10.808261947394957
1648,U_1887_dec,U_1887_dec (forward),Forward,False,Test,diamond,decrease resistance to SARS-CoV-2 infection,Host-Pathogen / Infection Response,Increased/decreased resistance to virus,bidirectional,bidirectional,Knockout,Lung Adenocarcinoma Cell Line,Calu-3,556,2022,Rebendenne A (2022),35879413,3.284689426422119,6.965551853179932,4.918736600349689,6.395174335659775
1649,U_1887_merged,U_1887_merged (forward),Forward,False,Test,diamond,either increases or decreases resistance to SARS-CoV-2 infection,Host-Pathogen / Infection Response,Increased/decreased resistance to virus,Positive and Negative Selection,bidirectional,Knockout,Lung Adenocarcinoma Cell Line,Calu-3,556,2022,Rebendenne A (2022),35879413,3.448566198348999,7.0098724365234375,3.7080434181913464,7.7985662962476985
1650,U_1892_inc,U_1892_inc (forward),Forward,False,Test,diamond,increase resistance to SARS-CoV-2 infection,Host-Pathogen / Infection Response,Increased/decreased resistance to virus,bidirectional,bidirectional,Activation,Lung Cancer Cell Line,A549-ACE2,438,2022,Rebendenne A (2022),35879413,5.318965435028076,4.591665267944336,10.920830827234996,10.812898488673692
1651,U_1892_dec,U_1892_dec (forward),Forward,False,Test,diamond,decrease resistance to SARS-CoV-2 infection,Host-Pathogen / Infection Response,Increased/decreased resistance to virus,bidirectional,bidirectional,Activation,Lung Cancer Cell Line,A549-ACE2,438,2022,Rebendenne A (2022),35879413,3.8793094158172607,6.9982476234436035,10.911629998008525,10.877322218732372
1652,U_1892_merged,U_1892_merged (forward),Forward,False,Test,diamond,either increases or decreases resistance to SARS-CoV-2 infection,Host-Pathogen / Infection Response,Increased/decreased resistance to virus,Positive and Negative Selection,bidirectional,Activation,Lung Cancer Cell Line,A549-ACE2,438,2022,Rebendenne A (2022),35879413,4.007076740264893,6.782354354858398,10.91917524695485,10.886363906024206
1653,U_1893_inc,U_1893_inc (forward),Forward,False,Test,diamond,increase resistance to SARS-CoV-2 infection,Host-Pathogen / Infection Response,Increased/decreased resistance to virus,bidirectional,bidirectional,Activation,Hepatoma Cell Line,Huh-7.5.1-ACE2,438,2022,Rebendenne A (2022),35879413,4.8768486976623535,4.721898078918457,10.921244613921797,10.809061835216001
1654,U_1893_dec,U_1893_dec (forward),Forward,False,Test,diamond,decrease resistance to SARS-CoV-2 infection,Host-Pathogen / Infection Response,Increased/decreased resistance to virus,bidirectional,bidirectional,Activation,Hepatoma Cell Line,Huh-7.5.1-ACE2,438,2022,Rebendenne A (2022),35879413,3.933162212371826,6.921428203582764,10.92616114406795,10.832373477985952
1655,U_1893_merged,U_1893_merged (forward),Forward,False,Test,diamond,either increases or decreases resistance to SARS-CoV-2 infection,Host-Pathogen / Infection Response,Increased/decreased resistance to virus,Positive and Negative Selection,bidirectional,Activation,Hepatoma Cell Line,Huh-7.5.1-ACE2,438,2022,Rebendenne A (2022),35879413,3.8750152587890625,6.930202960968018,10.913050213841048,10.878989002489302
1656,U_1894_inc,U_1894_inc (forward),Forward,False,Test,diamond,increase resistance to SARS-CoV-2 infection,Host-Pathogen / Infection Response,Increased/decreased resistance to virus,bidirectional,bidirectional,Activation,Colonic Adenocarcinoma Cell Line,Caco-2-ACE2,438,2022,Rebendenne A (2022),35879413,5.175475120544434,4.528594493865967,10.916401962033786,10.810554725852812
1657,U_1894_dec,U_1894_dec (forward),Forward,False,Test,diamond,decrease resistance to SARS-CoV-2 infection,Host-Pathogen / Infection Response,Increased/decreased resistance to virus,bidirectional,bidirectional,Activation,Colonic Adenocarcinoma Cell Line,Caco-2-ACE2,438,2022,Rebendenne A (2022),35879413,3.9334089756011963,6.953215599060059,10.89249115709185,10.859668174165067
1658,U_1894_merged,U_1894_merged (forward),Forward,False,Test,diamond,either increases or decreases resistance to SARS-CoV-2 infection,Host-Pathogen / Infection Response,Increased/decreased resistance to virus,Positive and Negative Selection,bidirectional,Activation,Colonic Adenocarcinoma Cell Line,Caco-2-ACE2,438,2022,Rebendenne A (2022),35879413,3.9504547119140625,6.93926477432251,10.917248050860442,10.884596123917978
1659,U_1895_inc,U_1895_inc (forward),Forward,False,Test,diamond,increase resistance to SARS-CoV-2 infection,Host-Pathogen / Infection Response,Increased/decreased resistance to virus,bidirectional,bidirectional,Activation,Lung Adenocarcinoma Cell Line,Calu-3,438,2022,Rebendenne A (2022),35879413,5.03776741027832,5.3037190437316895,10.916845997229283,10.810802700922494
1660,U_1895_dec,U_1895_dec (forward),Forward,False,Test,diamond,decrease resistance to SARS-CoV-2 infection,Host-Pathogen / Infection Response,Increased/decreased resistance to virus,bidirectional,bidirectional,Activation,Lung Adenocarcinoma Cell Line,Calu-3,438,2022,Rebendenne A (2022),35879413,3.964106321334839,6.917337894439697,10.89421723675315,10.859850945105746
1661,U_1895_merged,U_1895_merged (forward),Forward,False,Test,diamond,either increases or decreases resistance to SARS-CoV-2 infection,Host-Pathogen / Infection Response,Increased/decreased resistance to virus,Positive and Negative Selection,bidirectional,Activation,Lung Adenocarcinoma Cell Line,Calu-3,438,2022,Rebendenne A (2022),35879413,3.947538375854492,6.937435626983643,10.893674491826637,10.861466765669494
1662,1897,1897 (forward),Forward,False,Test,diamond,increases PD-L1 protein accumulation (expression),Molecular Output / Reporter / Pathway Activity,Negative regulators of PD-L1 expression,Phenotype Screen,unidirectional,Knockout,Mammary Epithelial Cell Line,HMEC,497,2022,Oreskovic E (2022),35149558,4.728853702545166,4.475713729858398,10.384899625802797,9.712194477176565
1663,1898,1898 (forward),Forward,False,Test,diamond,increases PD-L1 protein accumulation in the presence of IFNgamma,Molecular Output / Reporter / Pathway Activity,Negative regulators of PD-L1 expression in the presence of IFNgamma,Phenotype Screen,unidirectional,Knockout,Mammary Epithelial Cell Line,HMEC,497,2022,Oreskovic E (2022),35149558,5.087942123413086,4.775465965270996,10.399977185254603,9.647138882970317
1664,1900,1900 (forward),Forward,False,Test,diamond,"increases resistance to suppression of T-cell proliferation, as measured by increased T-cell proliferation under suppressive conditions",Drug / Chemical / Environmental Response,Increased resistance to  suppression of T-cell proliferation,Positive Selection,unidirectional,Knockout,T cell,Primary T-cells,19009,2022,Carnevale J (2022),36002574,4.639967441558838,5.41079568862915,10.860279822033776,10.713732502091545
1665,1901,1901 (forward),Forward,False,Test,diamond,"increases resistance to suppression of T-cell proliferation, as measured by increased T-cell proliferation in the presence of cyclosporine",Drug / Chemical / Environmental Response,Increased resistance to  suppression of T-cell proliferation,Positive Selection,unidirectional,Knockout,T cell,Primary T-cells,14463,2022,Carnevale J (2022),36002574,4.85026216506958,4.12413215637207,10.881139230416043,10.733379859734391
1666,1902,1902 (forward),Forward,False,Test,diamond,increases T-cell proliferation under Tacrolimus-mediated suppressive conditions,Drug / Chemical / Environmental Response,Increased resistance to  suppression of T-cell proliferation,Positive Selection,unidirectional,Knockout,T cell,Primary T-cells,14463,2022,Carnevale J (2022),36002574,4.744210720062256,4.160309791564941,10.909500791816866,10.878361344962112
1667,1903,1903 (forward),Forward,False,Test,diamond,increases T-cell proliferation under suppressive TGFβ1 conditions,Drug / Chemical / Environmental Response,Increased resistance to  suppression of T-cell proliferation,Positive Selection,unidirectional,Knockout,T cell,Primary T-cells,18992,2022,Carnevale J (2022),36002574,5.04910945892334,4.034982681274414,10.2939785233172,10.256778390829986
1668,1904,1904 (forward),Forward,False,Test,diamond,increases T-cell proliferation under suppressive conditions (presence of Treg cells),Drug / Chemical / Environmental Response,Increased resistance to  suppression of T-cell proliferation,Positive Selection,unidirectional,Knockout,T cell,Primary T-cells,19007,2022,Carnevale J (2022),36002574,4.7147111892700195,5.320674896240234,10.992447967612815,10.78122682944821
1669,1905,1905 (forward),Forward,False,Test,diamond,increases T-cell proliferation as measured by enrichment of highly dividing T cells in response to proliferation stimulation,Fitness / Proliferation / Viability,Increased T-cell proliferation,Positive Selection,unidirectional,Knockout,T cell,Primary T-cells,19007,2022,Carnevale J (2022),36002574,4.7399373054504395,5.39129638671875,10.827319083407744,10.714082100992611
1670,1948,1948 (forward),Forward,False,Test,diamond,increases resistance to the drug tigecycline,Drug / Chemical / Environmental Response,Increased resistance to drug,Positive Selection,unidirectional,Knockout,Chronic Myeloid Leukemia Cell Line,KBM-7,1227,2022,Sanchez-Burgos L (2022),35861150,4.922003746032715,4.848669052124023,10.918560425030327,10.812060235978391
1671,1953,1953 (forward),Forward,False,Test,diamond,impacts cell proliferation,Drug / Chemical / Environmental Response,Regulation of cancer cell response to immune system,Positive and Negative Selection,recovered_bidirectional,Knockout,Cancer Cell Line,HuP-T3,19580,2022,Hagel KR (2022),36548402,5.218864917755127,4.214724540710449,9.71849386257742,9.282139281555942
1672,1954,1954 (forward),Forward,False,Test,diamond,impacts cell proliferation,Drug / Chemical / Environmental Response,Regulation of cancer cell response to immune system,Positive and Negative Selection,recovered_bidirectional,Knockout,Cancer Cell Line,KP-4,19580,2022,Hagel KR (2022),36548402,5.127409934997559,4.299590110778809,10.669852075253203,9.127440226191322
1673,U_1955_inc,U_1955_inc (forward),Forward,False,Test,diamond,increase resistance to SARS-CoV-2 infection,Host-Pathogen / Infection Response,Increased/decreased resistance to virus,bidirectional,bidirectional,Knockout,Lung Adenocarcinoma Cell Line,Calu-3,19009,2022,Israeli M (2022),35469023,4.031606197357178,7.142155170440674,10.958199826726323,10.898163074058951
1674,U_1955_dec,U_1955_dec (forward),Forward,False,Test,diamond,decrease resistance to SARS-CoV-2 infection,Host-Pathogen / Infection Response,Increased/decreased resistance to virus,bidirectional,bidirectional,Knockout,Lung Adenocarcinoma Cell Line,Calu-3,19009,2022,Israeli M (2022),35469023,5.211064338684082,4.154390811920166,10.643232306464133,10.471343288981707
1675,U_1955_merged,U_1955_merged (forward),Forward,False,Test,diamond,either increases or decreases resistance to SARS-CoV-2 infection,Host-Pathogen / Infection Response,Increased/decreased resistance to virus,Positive and Negative Selection,bidirectional,Knockout,Lung Adenocarcinoma Cell Line,Calu-3,19009,2022,Israeli M (2022),35469023,4.0462870597839355,7.123654842376709,10.859917843570992,10.82573469650844
1676,U_1956_inc,U_1956_inc (forward),Forward,False,Test,diamond,increase resistance to SARS-CoV-2 infection,Host-Pathogen / Infection Response,Increased/decreased resistance to virus,bidirectional,bidirectional,Knockout,Lung Adenocarcinoma Cell Line,Calu-3,19009,2022,Israeli M (2022),35469023,3.9929697513580322,6.988210678100586,10.91766828850554,10.885463077635645
1677,U_1956_dec,U_1956_dec (forward),Forward,False,Test,diamond,decrease resistance to SARS-CoV-2 infection,Host-Pathogen / Infection Response,Increased/decreased resistance to virus,bidirectional,bidirectional,Knockout,Lung Adenocarcinoma Cell Line,Calu-3,19009,2022,Israeli M (2022),35469023,5.14993953704834,4.50100040435791,10.987914553966675,10.847324554898519
1678,U_1956_merged,U_1956_merged (forward),Forward,False,Test,diamond,either increases or decreases resistance to SARS-CoV-2 infection,Host-Pathogen / Infection Response,Increased/decreased resistance to virus,Positive and Negative Selection,bidirectional,Knockout,Lung Adenocarcinoma Cell Line,Calu-3,19009,2022,Israeli M (2022),35469023,4.0358781814575195,6.955507278442383,10.918200699367553,10.886000700409351
1679,1983,1983 (forward),Forward,False,Test,diamond,impacts response to chemicals,Drug / Chemical / Environmental Response,GBF1 Synthetic Lethal or Suppressor Genes,Positive and Negative Selection,recovered_bidirectional,Knockout,Pre-B Acute Lymphoblastic Leukemia Cell Line,NALM-6,18940,2022,Navare AT (2022),36305789,5.177486896514893,4.55433464050293,10.756924754851939,10.625325758067019
1680,1985,1985 (forward),Forward,False,Test,diamond,impacts response to chemicals,Drug / Chemical / Environmental Response,Increased/decreased drug resistance,Positive and Negative Selection,recovered_bidirectional,Knockout,Pre-B Acute Lymphoblastic Leukemia Cell Line,NALM-6,18873,2022,Krosl J (2022),34731885,5.007022857666016,4.500079154968262,10.924975590837116,10.801606346656524
1681,U_1987_dec,U_1987_dec (forward),Forward,False,Test,diamond,decrease SARS-CoV-2 -1 PRF efficiency,Molecular Output / Reporter / Pathway Activity,Increased/decreased viral programmed -1 ribosomal frameshifting (-1 PRF),bidirectional,bidirectional,Knockout,Embryonic Kidney Cell Line,HEK293T,20671,2023,Wei LH (2023),10.1101/2023.01.23.525275,4.888989448547363,3.3982434272766113,11.068000763872494,7.775954940281261
1682,U_1987_inc,U_1987_inc (forward),Forward,False,Test,diamond,increase SARS-CoV-2 -1 PRF efficiency,Molecular Output / Reporter / Pathway Activity,Increased/decreased viral programmed -1 ribosomal frameshifting (-1 PRF),bidirectional,bidirectional,Knockout,Embryonic Kidney Cell Line,HEK293T,20671,2023,Wei LH (2023),10.1101/2023.01.23.525275,4.903994083404541,3.3914806842803955,10.16283126377926,9.272356668316414
1683,U_1987_merged,U_1987_merged (forward),Forward,False,Test,diamond,either increases or decreases SARS-CoV-2 -1 PRF efficiency,Molecular Output / Reporter / Pathway Activity,Increased/decreased viral programmed -1 ribosomal frameshifting (-1 PRF),Positive and Negative Selection,bidirectional,Knockout,Embryonic Kidney Cell Line,HEK293T,20671,2023,Wei LH (2023),10.1101/2023.01.23.525275,4.840696811676025,3.2022716999053955,10.201201769856144,2.9398882297232944
1684,U_1988_dec,U_1988_dec (forward),Forward,False,Test,diamond,decrease SARS-CoV-2 -1 PRF efficiency,Molecular Output / Reporter / Pathway Activity,Increased/decreased viral programmed -1 ribosomal frameshifting (-1 PRF),bidirectional,bidirectional,Knockout,Embryonic Kidney Cell Line,HEK293T,20671,2023,Wei LH (2023),10.1101/2023.01.23.525275,5.014899253845215,3.837998628616333,10.923625566903521,10.800147744364368
1685,U_1988_inc,U_1988_inc (forward),Forward,False,Test,diamond,increase SARS-CoV-2 -1 PRF efficiency,Molecular Output / Reporter / Pathway Activity,Increased/decreased viral programmed -1 ribosomal frameshifting (-1 PRF),bidirectional,bidirectional,Knockout,Embryonic Kidney Cell Line,HEK293T,20671,2023,Wei LH (2023),10.1101/2023.01.23.525275,4.876045227050781,3.820369005203247,10.33680346141908,9.648759782437796
1686,U_1988_merged,U_1988_merged (forward),Forward,False,Test,diamond,either increases or decreases SARS-CoV-2 -1 PRF efficiency,Molecular Output / Reporter / Pathway Activity,Increased/decreased viral programmed -1 ribosomal frameshifting (-1 PRF),Positive and Negative Selection,bidirectional,Knockout,Embryonic Kidney Cell Line,HEK293T,20671,2023,Wei LH (2023),10.1101/2023.01.23.525275,4.956910133361816,3.7733511924743652,10.2916046148299,9.597368855117223
1687,1993,1993 (forward),Forward,False,Test,diamond,increases resistance to alpha-Amantin-induced cell death,Drug / Chemical / Environmental Response,Increased resistance to toxin,Positive Selection,unidirectional,Knockout,Chronic Myelogenous Leukemia Cell Line,HAP-1,19003,2023,Wang B (2023),37193694,5.038934707641602,4.055330276489258,10.847900709115041,10.716213494606407
1688,U_1999_dec,U_1999_dec (forward),Forward,False,Test,diamond,decrease Calu-3 cell growth or viability,Fitness / Proliferation / Viability,Cell-essential genes,bidirectional,bidirectional,Knockout,Lung Adenocarcinoma Cell Line,Calu-3,19009,2022,Israeli M (2022),35469023,4.218133926391602,0.9855043888092041,4.16706121772004,8.282422768819721
1689,U_1999_inc,U_1999_inc (forward),Forward,False,Test,diamond,increase Calu-3 cell growth or viability,Fitness / Proliferation / Viability,Cell-essential genes,bidirectional,bidirectional,Knockout,Lung Adenocarcinoma Cell Line,Calu-3,19009,2022,Israeli M (2022),35469023,5.16878604888916,4.406475067138672,10.917888467648181,10.88486235397549
1690,U_1999_merged,U_1999_merged (forward),Forward,False,Test,diamond,either increases or decreases Calu-3 cell growth or viability,Fitness / Proliferation / Viability,Cell-essential genes,Positive and Negative Selection,bidirectional,Knockout,Lung Adenocarcinoma Cell Line,Calu-3,19009,2022,Israeli M (2022),35469023,4.265655994415283,1.0758320093154907,9.55002922055599,9.248234976741628
1691,U_2006_dec,U_2006_dec (forward),Forward,False,Test,diamond,decrease SARS-CoV-2 replication in A549-ACE2 cells,Host-Pathogen / Infection Response,Increased/decreased resistance to virus,bidirectional,bidirectional,Knockout,Lung Cancer Cell Line,A549-ACE2,1892,2022,Mac Kain A (2022),35508460,4.2366743087768555,5.899118900299072,10.734627285239812,10.881286078345207
1692,U_2006_inc,U_2006_inc (forward),Forward,False,Test,diamond,increase SARS-CoV-2 replication in A549-ACE2 cells,Host-Pathogen / Infection Response,Increased/decreased resistance to virus,bidirectional,bidirectional,Knockout,Lung Cancer Cell Line,A549-ACE2,1892,2022,Mac Kain A (2022),35508460,4.617379665374756,5.436706066131592,11.077577378374338,10.971500812319581
1693,U_2006_merged,U_2006_merged (forward),Forward,False,Test,diamond,either increases or decreases SARS-CoV-2 replication in A549-ACE2 cells,Host-Pathogen / Infection Response,Increased/decreased resistance to virus,Positive and Negative Selection,bidirectional,Knockout,Lung Cancer Cell Line,A549-ACE2,1892,2022,Mac Kain A (2022),35508460,4.512076377868652,5.587322235107422,10.998257468988832,10.88837929323208
1694,U_2012_inc,U_2012_inc (forward),Forward,False,Test,diamond,increase resistance to the NRF2 activation drug KI696,Drug / Chemical / Environmental Response,Increased/decreased drug resistance,bidirectional,bidirectional,Knockout,Lung Cancer Cell Line,Calu-6,18480,2023,Weiss-Sadan T (2023),36841242,6.082237720489502,2.8715529441833496,11.23561866517583,10.30757798448547
1695,U_2012_dec,U_2012_dec (forward),Forward,False,Test,diamond,decrease resistance to the NRF2 activation drug KI696,Drug / Chemical / Environmental Response,Increased/decreased drug resistance,bidirectional,bidirectional,Knockout,Lung Cancer Cell Line,Calu-6,18480,2023,Weiss-Sadan T (2023),36841242,4.567451000213623,-0.18855498731136322,8.364395319557214,7.8929535267495226
1696,U_2012_merged,U_2012_merged (forward),Forward,False,Test,diamond,either increases or decreases resistance to the NRF2 activation drug KI696,Drug / Chemical / Environmental Response,Increased/decreased drug resistance,Positive and Negative Selection,bidirectional,Knockout,Lung Cancer Cell Line,Calu-6,18480,2023,Weiss-Sadan T (2023),36841242,4.709658145904541,-0.22716973721981049,8.36499053701762,7.890468101110403
1697,U_2013_dec,U_2013_dec (forward),Forward,False,Test,diamond,decrease resistance to the NRF2-activating drug KI696,Drug / Chemical / Environmental Response,Increased/decreased drug resistance,bidirectional,bidirectional,Knockout,Lung Cancer Cell Line,Calu-6,2975,2023,Weiss-Sadan T (2023),36841242,5.388665199279785,5.446691036224365,10.822008428870186,10.52744210537504
1698,U_2014_inc,U_2014_inc (forward),Forward,False,Test,diamond,increase resistance to the NRF2 activator KI696,Drug / Chemical / Environmental Response,Increased/decreased drug resistance,bidirectional,bidirectional,Knockout,Non-Small Cell Lung Cancer Cell Line,NCI-H1975,2975,2023,Weiss-Sadan T (2023),36841242,4.5390625,-4.4940009117126465,3.8889519784381426,8.946166695991582
1699,U_2014_dec,U_2014_dec (forward),Forward,False,Test,diamond,decrease resistance to the NRF2 activator KI696,Drug / Chemical / Environmental Response,Increased/decreased drug resistance,bidirectional,bidirectional,Knockout,Non-Small Cell Lung Cancer Cell Line,NCI-H1975,2975,2023,Weiss-Sadan T (2023),36841242,5.477638244628906,4.382462501525879,10.94104661756241,10.706503919010279
1700,U_2014_merged,U_2014_merged (forward),Forward,False,Test,diamond,either increases or decreases resistance to the NRF2 activator KI696,Drug / Chemical / Environmental Response,Increased/decreased drug resistance,Positive and Negative Selection,bidirectional,Knockout,Non-Small Cell Lung Cancer Cell Line,NCI-H1975,2975,2023,Weiss-Sadan T (2023),36841242,4.4009222984313965,-4.496898651123047,2.9422904334607787,8.613078477646484
