,dataset_name,phenotype,cleaned_phenotype,condition_clause,cell_type,cell_line,screen_type,library_methodology,screen_category,num_genes,author,source_id,split,n_hits,n_pos,n_neg,cluster,name
1430,U_1793_dec,decrease cell proliferation in an EGFR-T790M/L858R mutant background,Fitness / Proliferation / Viability, under Mutation: EGFR (ETG1956) T790M/L858R treatment,Lung Adenocarcinoma Cell Line,PC-9,bidirectional,Knockout,bidirectional,19010,Vichas A (2021),34373451,validation,1600,1587,13,15,"Drug/Chemical response · Lung Adenocarcinoma · TBC1D3D, CHURC1-FNTB, ZNF626"
1431,U_1793_inc,increase cell proliferation in an EGFR-T790M/L858R mutant background,Fitness / Proliferation / Viability, under Mutation: EGFR (ETG1956) T790M/L858R treatment,Lung Adenocarcinoma Cell Line,PC-9,bidirectional,Knockout,bidirectional,19010,Vichas A (2021),34373451,validation,1600,13,1587,15,"Drug/Chemical response · Lung Adenocarcinoma · TBC1D3D, CHURC1-FNTB, ZNF626"
1432,U_1793_merged,either increases or decreases cell proliferation in an EGFR-T790M/L858R mutant background,Fitness / Proliferation / Viability, under Mutation: EGFR (ETG1956) T790M/L858R treatment,Lung Adenocarcinoma Cell Line,PC-9,Positive and Negative Selection,Knockout,bidirectional,19010,Vichas A (2021),34373451,validation,1600,1600,0,15,"Drug/Chemical response · Lung Adenocarcinoma · TBC1D3D, CHURC1-FNTB, ZNF626"
1433,U_1794_dec,decrease cell growth in the presence of erlotinib in EGFR-T790M/L858R mutant cells,Drug / Chemical / Environmental Response, under Mutation: EGFR (ETG1956) T790M/L858R| erlotinib treatment (40.0 nM),Lung Adenocarcinoma Cell Line,PC-9,bidirectional,Knockout,bidirectional,19010,Vichas A (2021),34373451,validation,1485,1449,36,15,"Drug/Chemical response · Lung Adenocarcinoma · TBC1D3D, CHURC1-FNTB, ZNF626"
1434,U_1794_inc,increase cell growth in the presence of erlotinib in EGFR-T790M/L858R mutant cells,Drug / Chemical / Environmental Response, under Mutation: EGFR (ETG1956) T790M/L858R| erlotinib treatment (40.0 nM),Lung Adenocarcinoma Cell Line,PC-9,bidirectional,Knockout,bidirectional,19010,Vichas A (2021),34373451,validation,1485,36,1449,15,"Drug/Chemical response · Lung Adenocarcinoma · TBC1D3D, CHURC1-FNTB, ZNF626"
1435,U_1794_merged,either increases or decreases cell growth in the presence of erlotinib in EGFR-T790M/L858R mutant cells,Drug / Chemical / Environmental Response, under Mutation: EGFR (ETG1956) T790M/L858R| erlotinib treatment (40.0 nM),Lung Adenocarcinoma Cell Line,PC-9,Positive and Negative Selection,Knockout,bidirectional,19010,Vichas A (2021),34373451,validation,1485,1485,0,15,"Drug/Chemical response · Lung Adenocarcinoma · TBC1D3D, CHURC1-FNTB, ZNF626"
1436,U_1795_dec,decrease cell proliferation in a KRASG12V mutant background,Fitness / Proliferation / Viability, under Mutation: KRAS (ETG3845) G12V treatment,Lung Adenocarcinoma Cell Line,PC-9,bidirectional,Knockout,bidirectional,19010,Vichas A (2021),34373451,validation,1632,1629,3,15,"Drug/Chemical response · Lung Adenocarcinoma · TBC1D3D, CHURC1-FNTB, ZNF626"
1437,U_1795_inc,increase cell proliferation in a KRASG12V mutant background,Fitness / Proliferation / Viability, under Mutation: KRAS (ETG3845) G12V treatment,Lung Adenocarcinoma Cell Line,PC-9,bidirectional,Knockout,bidirectional,19010,Vichas A (2021),34373451,validation,1632,3,1629,15,"Drug/Chemical response · Lung Adenocarcinoma · TBC1D3D, CHURC1-FNTB, ZNF626"
1438,U_1795_merged,either increases or decreases cell proliferation in a KRASG12V mutant background,Fitness / Proliferation / Viability, under Mutation: KRAS (ETG3845) G12V treatment,Lung Adenocarcinoma Cell Line,PC-9,Positive and Negative Selection,Knockout,bidirectional,19010,Vichas A (2021),34373451,validation,1632,1632,0,15,"Drug/Chemical response · Lung Adenocarcinoma · TBC1D3D, CHURC1-FNTB, ZNF626"
1439,U_1796_dec,decrease cell growth in the presence of erlotinib in a KRASG12V mutant background,Drug / Chemical / Environmental Response, under Mutation: KRAS (ETG3845) G12V| erlotinib treatment (40.0 nM),Lung Adenocarcinoma Cell Line,PC-9,bidirectional,Knockout,bidirectional,19010,Vichas A (2021),34373451,validation,1452,1447,5,15,"Drug/Chemical response · Lung Adenocarcinoma · TBC1D3D, CHURC1-FNTB, ZNF626"
1440,U_1796_inc,increase cell growth in the presence of erlotinib in a KRASG12V mutant background,Drug / Chemical / Environmental Response, under Mutation: KRAS (ETG3845) G12V| erlotinib treatment (40.0 nM),Lung Adenocarcinoma Cell Line,PC-9,bidirectional,Knockout,bidirectional,19010,Vichas A (2021),34373451,validation,1452,5,1447,15,"Drug/Chemical response · Lung Adenocarcinoma · TBC1D3D, CHURC1-FNTB, ZNF626"
1441,U_1796_merged,either increases or decreases cell growth in the presence of erlotinib in a KRASG12V mutant background,Drug / Chemical / Environmental Response, under Mutation: KRAS (ETG3845) G12V| erlotinib treatment (40.0 nM),Lung Adenocarcinoma Cell Line,PC-9,Positive and Negative Selection,Knockout,bidirectional,19010,Vichas A (2021),34373451,validation,1452,1452,0,15,"Drug/Chemical response · Lung Adenocarcinoma · TBC1D3D, CHURC1-FNTB, ZNF626"
1442,U_1797_dec,decrease cell proliferation in a RIT1M90I mutant background,Fitness / Proliferation / Viability, under Mutation: RIT1 (ETG6016) M90I treatment,Lung Adenocarcinoma Cell Line,PC-9,bidirectional,Knockout,bidirectional,19010,Vichas A (2021),34373451,validation,1407,1287,120,15,"Drug/Chemical response · Lung Adenocarcinoma · TBC1D3D, CHURC1-FNTB, ZNF626"
1443,U_1797_inc,increase cell proliferation in a RIT1M90I mutant background,Fitness / Proliferation / Viability, under Mutation: RIT1 (ETG6016) M90I treatment,Lung Adenocarcinoma Cell Line,PC-9,bidirectional,Knockout,bidirectional,19010,Vichas A (2021),34373451,validation,1407,120,1287,15,"Drug/Chemical response · Lung Adenocarcinoma · TBC1D3D, CHURC1-FNTB, ZNF626"
1444,U_1797_merged,either increases or decreases cell proliferation in a RIT1M90I mutant background,Fitness / Proliferation / Viability, under Mutation: RIT1 (ETG6016) M90I treatment,Lung Adenocarcinoma Cell Line,PC-9,Positive and Negative Selection,Knockout,bidirectional,19010,Vichas A (2021),34373451,validation,1407,1407,0,15,"Drug/Chemical response · Lung Adenocarcinoma · TBC1D3D, CHURC1-FNTB, ZNF626"
1445,U_1798_dec,decrease cell growth in the presence of erlotinib in a RIT1M90I mutant background,Drug / Chemical / Environmental Response, under Mutation: RIT1 (ETG6016) M90I| erlotinib treatment (40.0 nM),Lung Adenocarcinoma Cell Line,PC-9,bidirectional,Knockout,bidirectional,19010,Vichas A (2021),34373451,validation,1359,1207,152,15,"Drug/Chemical response · Lung Adenocarcinoma · TBC1D3D, CHURC1-FNTB, ZNF626"
1446,U_1798_inc,increase cell growth in the presence of erlotinib in a RIT1M90I mutant background,Drug / Chemical / Environmental Response, under Mutation: RIT1 (ETG6016) M90I| erlotinib treatment (40.0 nM),Lung Adenocarcinoma Cell Line,PC-9,bidirectional,Knockout,bidirectional,19010,Vichas A (2021),34373451,validation,1359,152,1207,15,"Drug/Chemical response · Lung Adenocarcinoma · TBC1D3D, CHURC1-FNTB, ZNF626"
1447,U_1798_merged,either increases or decreases cell growth in the presence of erlotinib in a RIT1M90I mutant background,Drug / Chemical / Environmental Response, under Mutation: RIT1 (ETG6016) M90I| erlotinib treatment (40.0 nM),Lung Adenocarcinoma Cell Line,PC-9,Positive and Negative Selection,Knockout,bidirectional,19010,Vichas A (2021),34373451,validation,1359,1359,0,15,"Drug/Chemical response · Lung Adenocarcinoma · TBC1D3D, CHURC1-FNTB, ZNF626"
1448,U_1799_dec,decrease cell proliferation in a RIT1M90I mutant background,Fitness / Proliferation / Viability, under Mutation: RIT1 (ETG6016) M90I treatment,Lung Adenocarcinoma Cell Line,PC-9,bidirectional,Knockout,bidirectional,1285,Vichas A (2021),34373451,validation,588,367,221,15,"Drug/Chemical response · Lung Adenocarcinoma · TBC1D3D, CHURC1-FNTB, ZNF626"
1449,U_1799_inc,increase cell proliferation in a RIT1M90I mutant background,Fitness / Proliferation / Viability, under Mutation: RIT1 (ETG6016) M90I treatment,Lung Adenocarcinoma Cell Line,PC-9,bidirectional,Knockout,bidirectional,1285,Vichas A (2021),34373451,validation,588,221,367,15,"Drug/Chemical response · Lung Adenocarcinoma · TBC1D3D, CHURC1-FNTB, ZNF626"
1450,U_1799_merged,either increases or decreases cell proliferation in a RIT1M90I mutant background,Fitness / Proliferation / Viability, under Mutation: RIT1 (ETG6016) M90I treatment,Lung Adenocarcinoma Cell Line,PC-9,Positive and Negative Selection,Knockout,bidirectional,1285,Vichas A (2021),34373451,validation,588,588,0,15,"Drug/Chemical response · Lung Adenocarcinoma · TBC1D3D, CHURC1-FNTB, ZNF626"
1451,U_1800_dec,decrease cell growth in the presence of erlotinib in a RIT1M90I mutant background,Drug / Chemical / Environmental Response, under Mutation: RIT1 (ETG6016) M90I| erlotinib treatment (40.0 nM),Lung Adenocarcinoma Cell Line,PC-9,bidirectional,Knockout,bidirectional,1285,Vichas A (2021),34373451,validation,357,318,39,15,"Drug/Chemical response · Lung Adenocarcinoma · TBC1D3D, CHURC1-FNTB, ZNF626"
1452,U_1800_inc,increase cell growth in the presence of erlotinib in a RIT1M90I mutant background,Drug / Chemical / Environmental Response, under Mutation: RIT1 (ETG6016) M90I| erlotinib treatment (40.0 nM),Lung Adenocarcinoma Cell Line,PC-9,bidirectional,Knockout,bidirectional,1285,Vichas A (2021),34373451,validation,357,39,318,15,"Drug/Chemical response · Lung Adenocarcinoma · TBC1D3D, CHURC1-FNTB, ZNF626"
1453,U_1800_merged,either increases or decreases cell growth in the presence of erlotinib in a RIT1M90I mutant background,Drug / Chemical / Environmental Response, under Mutation: RIT1 (ETG6016) M90I| erlotinib treatment (40.0 nM),Lung Adenocarcinoma Cell Line,PC-9,Positive and Negative Selection,Knockout,bidirectional,1285,Vichas A (2021),34373451,validation,357,357,0,15,"Drug/Chemical response · Lung Adenocarcinoma · TBC1D3D, CHURC1-FNTB, ZNF626"
1454,1801,decreases proliferation of acute myeloid leukemia cells,Fitness / Proliferation / Viability,,Acute Myeloid Leukemia Cell Line,OCI-AML-2,Negative Selection,Knockout,unidirectional,1049,Khan DH (2020),32299104,train,147,147,0,9,"Fitness/Viability · Acute Myeloid Leukemia · SPDYE5, WASHC1, GOLGA8O"
1455,1804,increases drug resistance to panobinostat,Drug / Chemical / Environmental Response, under panobinostat treatment (10.0 nM),Pre-B Acute Lymphoblastic Leukemia Cell Line,NALM-6,Positive Selection,Knockout,unidirectional,20671,Jiang C (2022),35192680,test,681,681,0,9,"Fitness/Viability · Acute Myeloid Leukemia · SPDYE5, WASHC1, GOLGA8O"
1456,1805,increases drug resistance to panobinostat,Drug / Chemical / Environmental Response, under panobinostat treatment (10.0 nM),Pre-B Acute Lymphoblastic Leukemia Cell Line,NALM-6,Positive Selection,Knockout,unidirectional,20671,Jiang C (2022),35192680,test,977,977,0,9,"Fitness/Viability · Acute Myeloid Leukemia · SPDYE5, WASHC1, GOLGA8O"
1457,1811,decreases cell proliferation,Fitness / Proliferation / Viability,,Medulloblastoma Cell Line,D283 Med,Negative Selection,Knockout,unidirectional,17638,Bandopadhayay P (2019),31160565,train,2317,2317,0,1,"Fitness/Viability · Melanoma · C1QBP, NDUFA10, PET117"
1458,1812,decreases cell proliferation,Fitness / Proliferation / Viability,,Medulloblastoma Cell Line,D458 Med,Negative Selection,Knockout,unidirectional,17638,Bandopadhayay P (2019),31160565,train,2451,2451,0,1,"Fitness/Viability · Melanoma · C1QBP, NDUFA10, PET117"
1459,1813,decreases cell proliferation,Fitness / Proliferation / Viability,,Medulloblastoma Cell Line,D341 Med,Negative Selection,Knockout,unidirectional,17638,Bandopadhayay P (2019),31160565,train,1700,1700,0,5,"Fitness/Viability · Cancer · OR5K2, SDC1, NBEAL1"
1460,1814,decreases cell proliferation,Fitness / Proliferation / Viability,,Medulloblastoma Cell Line,D425 Med,Negative Selection,Knockout,unidirectional,17638,Bandopadhayay P (2019),31160565,train,2230,2230,0,1,"Fitness/Viability · Melanoma · C1QBP, NDUFA10, PET117"
1461,1815,increases resistance to MERS-CoV infection,Host-Pathogen / Infection Response, under Virus: MERS-CoV treatment (0.05 MOI),Hepatoma Cell Line,HuH-7,Positive Selection,Knockout,unidirectional,20482,Kratzel A (2021),34962926,validation,684,684,0,0,"Drug/Chemical response · Lung Adenocarcinoma · NHEJ1, SLC35A2, SBNO2"
1462,1816,increases resistance to MERS-CoV infection,Host-Pathogen / Infection Response, under Virus: MERS-CoV treatment (0.05 MOI),Hepatoma Cell Line,HuH-7,Positive Selection,Knockout,unidirectional,20482,Kratzel A (2021),34962926,validation,518,518,0,0,"Drug/Chemical response · Lung Adenocarcinoma · NHEJ1, SLC35A2, SBNO2"
1463,1817,increases resistance to HCoV-229E coronavirus infection,Host-Pathogen / Infection Response, under Virus: HCoV-229E (Human coronavirus 229E) treatment (0.1 MOI),Hepatoma Cell Line,HuH-7,Positive Selection,Knockout,unidirectional,20482,Kratzel A (2021),34962926,validation,888,888,0,0,"Drug/Chemical response · Lung Adenocarcinoma · NHEJ1, SLC35A2, SBNO2"
1464,1818,increases resistance to HCoV-229E coronavirus infection,Host-Pathogen / Infection Response, under Virus: HCoV-229E (Human coronavirus 229E) treatment (0.1 MOI),Hepatoma Cell Line,HuH-7,Positive Selection,Knockout,unidirectional,20482,Kratzel A (2021),34962926,validation,371,371,0,0,"Drug/Chemical response · Lung Adenocarcinoma · NHEJ1, SLC35A2, SBNO2"
1465,1821,increases resistance to SARS-CoV-2 infection,Host-Pathogen / Infection Response, under Virus: SARS-CoV-2 (Strain UF-1) treatment (0.01 MOI),Embryonic Kidney Cell Line,HEK293T/ACE2,Positive Selection,Knockout,unidirectional,19007,Grodzki M (2022),35086559,test,48,48,0,11,"Host-Pathogen/Infection · Lung Adenocarcinoma · ACE2, TMPRSS2, RMC1"
1466,1822,"increases resistance to SARS-CoV-2 infection, as measured by reduced viral infection in HEK293T-hACE2 cells",Host-Pathogen / Infection Response, under Virus: SARS-CoV-2 (Strain UF-1) treatment (0.01 MOI),Embryonic Kidney Cell Line,HEK293T/ACE2,Positive Selection,Knockout,unidirectional,19007,Grodzki M (2022),35086559,test,72,72,0,11,"Host-Pathogen/Infection · Lung Adenocarcinoma · ACE2, TMPRSS2, RMC1"
1467,1823,increases resistance to SARS-CoV-2 infection as measured by reduced infection of HEK293T-hACE2 cells,Host-Pathogen / Infection Response, under Virus: SARS-CoV-2 (Strain UF-1) treatment (0.01 MOI),Embryonic Kidney Cell Line,HEK293T/ACE2,Positive Selection,Knockout,unidirectional,19007,Grodzki M (2022),35086559,test,40,40,0,11,"Host-Pathogen/Infection · Lung Adenocarcinoma · ACE2, TMPRSS2, RMC1"
1468,1824,increases resistance to SARS-CoV-2 infection,Host-Pathogen / Infection Response, under Virus: SARS-CoV-2 (Strain UF-1) treatment (0.1 MOI),Embryonic Kidney Cell Line,HEK293T/ACE2,Positive Selection,Knockout,unidirectional,19007,Grodzki M (2022),35086559,test,60,60,0,11,"Host-Pathogen/Infection · Lung Adenocarcinoma · ACE2, TMPRSS2, RMC1"
1469,1825,increases resistance to SARS-CoV-2 infection,Host-Pathogen / Infection Response, under Virus: SARS-CoV-2 (Strain UF-1) treatment (0.1 MOI),Embryonic Kidney Cell Line,HEK293T/ACE2,Positive Selection,Knockout,unidirectional,19007,Grodzki M (2022),35086559,test,18,18,0,11,"Host-Pathogen/Infection · Lung Adenocarcinoma · ACE2, TMPRSS2, RMC1"
1470,1826,increases resistance to SARS-CoV-2 infection as measured by decreased viral infection in HEK293T-hACE2 cells,Host-Pathogen / Infection Response, under Virus: SARS-CoV-2 (Strain UF-1) treatment (0.3 MOI),Embryonic Kidney Cell Line,HEK293T/ACE2,Positive Selection,Knockout,unidirectional,19007,Grodzki M (2022),35086559,test,38,38,0,11,"Host-Pathogen/Infection · Lung Adenocarcinoma · ACE2, TMPRSS2, RMC1"
1471,1827,increases resistance to SARS-CoV-2 infection in HEK293T-hACE2 cells,Host-Pathogen / Infection Response, under Virus: SARS-CoV-2 (Strain UF-1) treatment (0.03 MOI),Embryonic Kidney Cell Line,HEK293T/ACE2,Positive Selection,Knockout,unidirectional,19007,Grodzki M (2022),35086559,test,61,61,0,11,"Host-Pathogen/Infection · Lung Adenocarcinoma · ACE2, TMPRSS2, RMC1"
1472,1828,increases resistance to HCoV-OC43 infection,Host-Pathogen / Infection Response, under Virus: HCoV-OC43 (Human coronavirus OC43) treatment (0.01 MOI),Embryonic Kidney Cell Line,HEK293T/ACE2,Positive Selection,Knockout,unidirectional,19007,Grodzki M (2022),35086559,test,43,43,0,11,"Host-Pathogen/Infection · Lung Adenocarcinoma · ACE2, TMPRSS2, RMC1"
1473,1829,increases resistance to HCoV-OC43 infection as measured by increased cell survival,Host-Pathogen / Infection Response, under Virus: HCoV-OC43 (Human coronavirus OC43) treatment (0.01 MOI),Embryonic Kidney Cell Line,HEK293T/ACE2,Positive Selection,Knockout,unidirectional,18984,Grodzki M (2022),35086559,test,95,95,0,11,"Host-Pathogen/Infection · Lung Adenocarcinoma · ACE2, TMPRSS2, RMC1"
1474,1830,"increases resistance to HCoV-OC43 infection, as measured by increased survival of HEK293T-hACE2 cells during prolonged infection",Host-Pathogen / Infection Response, under Virus: HCoV-OC43 (Human coronavirus OC43) treatment (0.1 MOI),Embryonic Kidney Cell Line,HEK293T/ACE2,Positive Selection,Knockout,unidirectional,18984,Grodzki M (2022),35086559,test,88,88,0,11,"Host-Pathogen/Infection · Lung Adenocarcinoma · ACE2, TMPRSS2, RMC1"
1475,U_1843_dec,decrease resistance to PARP inhibitor olaparib,Drug / Chemical / Environmental Response, under Olaparib treatment (3 µM),Cervical Adenocarcinoma Cell Line,HeLa,bidirectional,Knockout,bidirectional,17716,Juhász S (2020),33355125,train,792,344,448,0,"Drug/Chemical response · Lung Adenocarcinoma · NHEJ1, SLC35A2, SBNO2"
1476,U_1843_inc,increase resistance to PARP inhibitor olaparib,Drug / Chemical / Environmental Response, under Olaparib treatment (3 µM),Cervical Adenocarcinoma Cell Line,HeLa,bidirectional,Knockout,bidirectional,17716,Juhász S (2020),33355125,train,792,448,344,0,"Drug/Chemical response · Lung Adenocarcinoma · NHEJ1, SLC35A2, SBNO2"
1477,U_1843_merged,either increases or decreases resistance to PARP inhibitor olaparib,Drug / Chemical / Environmental Response, under Olaparib treatment (3 µM),Cervical Adenocarcinoma Cell Line,HeLa,Positive and Negative Selection,Knockout,bidirectional,17716,Juhász S (2020),33355125,train,792,792,0,0,"Drug/Chemical response · Lung Adenocarcinoma · NHEJ1, SLC35A2, SBNO2"
1478,U_1862_inc,increase resistance to SARS-CoV-2 infection,Host-Pathogen / Infection Response, under Virus: SARS-CoV-2 ( isolate BetaCoV/France/ IDF0372/2020) treatment (0.005 MOI),Lung Adenocarcinoma Cell Line,Calu-3,bidirectional,Knockout,bidirectional,19372,Rebendenne A (2022),35879413,test,94,94,0,11,"Host-Pathogen/Infection · Lung Adenocarcinoma · ACE2, TMPRSS2, RMC1"
1479,U_1863_inc,increase resistance to SARS-CoV-2 infection,Host-Pathogen / Infection Response, under Virus: SARS-CoV-2 ( isolate BetaCoV/France/ IDF0372/2020) treatment (0.005 MOI),Lung Adenocarcinoma Cell Line,Calu-3,bidirectional,Activation,bidirectional,18458,Rebendenne A (2022),35879413,test,100,50,50,27,"Host-Pathogen/Infection · Lung Adenocarcinoma · ACE2, FOSL2, LY6E"
1480,U_1863_dec,decrease resistance to SARS-CoV-2 infection,Host-Pathogen / Infection Response, under Virus: SARS-CoV-2 ( isolate BetaCoV/France/ IDF0372/2020) treatment (0.005 MOI),Lung Adenocarcinoma Cell Line,Calu-3,bidirectional,Activation,bidirectional,18458,Rebendenne A (2022),35879413,test,100,50,50,27,"Host-Pathogen/Infection · Lung Adenocarcinoma · ACE2, FOSL2, LY6E"
1481,U_1863_merged,either increases or decreases resistance to SARS-CoV-2 infection,Host-Pathogen / Infection Response, under Virus: SARS-CoV-2 ( isolate BetaCoV/France/ IDF0372/2020) treatment (0.005 MOI),Lung Adenocarcinoma Cell Line,Calu-3,Positive and Negative Selection,Activation,bidirectional,18458,Rebendenne A (2022),35879413,test,100,100,0,27,"Host-Pathogen/Infection · Lung Adenocarcinoma · ACE2, FOSL2, LY6E"
1482,U_1864_inc,increase cellular resistance to SARS-CoV-2 infection,Host-Pathogen / Infection Response, under Virus: SARS-CoV-2 ( isolate BetaCoV/France/ IDF0372/2020) treatment (0.005 MOI),Colonic Adenocarcinoma Cell Line,Caco-2-ACE2,bidirectional,Knockout,bidirectional,18422,Rebendenne A (2022),35879413,test,622,445,177,0,"Drug/Chemical response · Lung Adenocarcinoma · NHEJ1, SLC35A2, SBNO2"
1483,U_1864_dec,decrease cellular resistance to SARS-CoV-2 infection,Host-Pathogen / Infection Response, under Virus: SARS-CoV-2 ( isolate BetaCoV/France/ IDF0372/2020) treatment (0.005 MOI),Colonic Adenocarcinoma Cell Line,Caco-2-ACE2,bidirectional,Knockout,bidirectional,18422,Rebendenne A (2022),35879413,test,622,177,445,0,"Drug/Chemical response · Lung Adenocarcinoma · NHEJ1, SLC35A2, SBNO2"
1484,U_1864_merged,either increases or decreases cellular resistance to SARS-CoV-2 infection,Host-Pathogen / Infection Response, under Virus: SARS-CoV-2 ( isolate BetaCoV/France/ IDF0372/2020) treatment (0.005 MOI),Colonic Adenocarcinoma Cell Line,Caco-2-ACE2,Positive and Negative Selection,Knockout,bidirectional,18422,Rebendenne A (2022),35879413,test,622,622,0,0,"Drug/Chemical response · Lung Adenocarcinoma · NHEJ1, SLC35A2, SBNO2"
1485,U_1865_inc,increase resistance to SARS-CoV-2 infection,Host-Pathogen / Infection Response, under Virus: SARS-CoV-2 ( isolate BetaCoV/France/ IDF0372/2020) treatment (0.005 MOI),Lung Cancer Cell Line,A549-ACE2,bidirectional,Knockout,bidirectional,553,Rebendenne A (2022),35879413,test,121,51,70,11,"Host-Pathogen/Infection · Lung Adenocarcinoma · ACE2, TMPRSS2, RMC1"
1486,U_1865_dec,decrease resistance to SARS-CoV-2 infection,Host-Pathogen / Infection Response, under Virus: SARS-CoV-2 ( isolate BetaCoV/France/ IDF0372/2020) treatment (0.005 MOI),Lung Cancer Cell Line,A549-ACE2,bidirectional,Knockout,bidirectional,553,Rebendenne A (2022),35879413,test,121,70,51,11,"Host-Pathogen/Infection · Lung Adenocarcinoma · ACE2, TMPRSS2, RMC1"
1487,U_1865_merged,either increases or decreases resistance to SARS-CoV-2 infection,Host-Pathogen / Infection Response, under Virus: SARS-CoV-2 ( isolate BetaCoV/France/ IDF0372/2020) treatment (0.005 MOI),Lung Cancer Cell Line,A549-ACE2,Positive and Negative Selection,Knockout,bidirectional,553,Rebendenne A (2022),35879413,test,121,121,0,11,"Host-Pathogen/Infection · Lung Adenocarcinoma · ACE2, TMPRSS2, RMC1"
1488,1879,increases resistance to polymyxin B,Drug / Chemical / Environmental Response, under polymyxin B treatment (25.0 µM),Kidney Cell Line,HK-2,Positive Selection,Knockout,unidirectional,18983,Lu J (2022),35570209,test,86,86,0,3,"Drug/Chemical response · Retinal Pigment Epithelium · PDCD10, NF2, TAOK1"
1489,U_1882_dec,decrease cellular susceptibility to SARS-CoV-2 infection,Host-Pathogen / Infection Response, under Virus: SARS-CoV-2 ( isolate BetaCoV/France/ IDF0372/2020) treatment (0.005 MOI),Hepatoma Cell Line,Huh-7.5.1-ACE2,bidirectional,Knockout,bidirectional,553,Rebendenne A (2022),35879413,test,87,33,54,11,"Host-Pathogen/Infection · Lung Adenocarcinoma · ACE2, TMPRSS2, RMC1"
1490,U_1882_inc,increase cellular susceptibility to SARS-CoV-2 infection,Host-Pathogen / Infection Response, under Virus: SARS-CoV-2 ( isolate BetaCoV/France/ IDF0372/2020) treatment (0.005 MOI),Hepatoma Cell Line,Huh-7.5.1-ACE2,bidirectional,Knockout,bidirectional,553,Rebendenne A (2022),35879413,test,87,54,33,11,"Host-Pathogen/Infection · Lung Adenocarcinoma · ACE2, TMPRSS2, RMC1"
1491,U_1882_merged,either increases or decreases cellular susceptibility to SARS-CoV-2 infection,Host-Pathogen / Infection Response, under Virus: SARS-CoV-2 ( isolate BetaCoV/France/ IDF0372/2020) treatment (0.005 MOI),Hepatoma Cell Line,Huh-7.5.1-ACE2,Positive and Negative Selection,Knockout,bidirectional,553,Rebendenne A (2022),35879413,test,87,87,0,11,"Host-Pathogen/Infection · Lung Adenocarcinoma · ACE2, TMPRSS2, RMC1"
1492,U_1884_inc,increase resistance to SARS-CoV-2 infection,Host-Pathogen / Infection Response, under Virus: SARS-CoV-2 ( isolate BetaCoV/France/ IDF0372/2020) treatment (0.005 MOI),Colonic Adenocarcinoma Cell Line,Caco-2-ACE2,bidirectional,Knockout,bidirectional,553,Rebendenne A (2022),35879413,test,127,46,81,11,"Host-Pathogen/Infection · Lung Adenocarcinoma · ACE2, TMPRSS2, RMC1"
1493,U_1884_dec,decrease resistance to SARS-CoV-2 infection,Host-Pathogen / Infection Response, under Virus: SARS-CoV-2 ( isolate BetaCoV/France/ IDF0372/2020) treatment (0.005 MOI),Colonic Adenocarcinoma Cell Line,Caco-2-ACE2,bidirectional,Knockout,bidirectional,553,Rebendenne A (2022),35879413,test,127,81,46,11,"Host-Pathogen/Infection · Lung Adenocarcinoma · ACE2, TMPRSS2, RMC1"
1494,U_1884_merged,either increases or decreases resistance to SARS-CoV-2 infection,Host-Pathogen / Infection Response, under Virus: SARS-CoV-2 ( isolate BetaCoV/France/ IDF0372/2020) treatment (0.005 MOI),Colonic Adenocarcinoma Cell Line,Caco-2-ACE2,Positive and Negative Selection,Knockout,bidirectional,553,Rebendenne A (2022),35879413,test,127,127,0,11,"Host-Pathogen/Infection · Lung Adenocarcinoma · ACE2, TMPRSS2, RMC1"
1495,U_1886_inc,increase cellular resistance to SARS-CoV-2 infection,Host-Pathogen / Infection Response, under Virus: SARS-CoV-2 ( isolate BetaCoV/France/ IDF0372/2020) treatment (0.005 MOI),Lung Adenocarcinoma Cell Line,Calu-3,bidirectional,Knockout,bidirectional,553,Rebendenne A (2022),35879413,test,102,35,67,11,"Host-Pathogen/Infection · Lung Adenocarcinoma · ACE2, TMPRSS2, RMC1"
1496,U_1886_dec,decrease cellular resistance to SARS-CoV-2 infection,Host-Pathogen / Infection Response, under Virus: SARS-CoV-2 ( isolate BetaCoV/France/ IDF0372/2020) treatment (0.005 MOI),Lung Adenocarcinoma Cell Line,Calu-3,bidirectional,Knockout,bidirectional,553,Rebendenne A (2022),35879413,test,102,67,35,11,"Host-Pathogen/Infection · Lung Adenocarcinoma · ACE2, TMPRSS2, RMC1"
1497,U_1886_merged,either increases or decreases cellular resistance to SARS-CoV-2 infection,Host-Pathogen / Infection Response, under Virus: SARS-CoV-2 ( isolate BetaCoV/France/ IDF0372/2020) treatment (0.005 MOI),Lung Adenocarcinoma Cell Line,Calu-3,Positive and Negative Selection,Knockout,bidirectional,553,Rebendenne A (2022),35879413,test,102,102,0,11,"Host-Pathogen/Infection · Lung Adenocarcinoma · ACE2, TMPRSS2, RMC1"
1498,U_1887_inc,increase resistance to SARS-CoV-2 infection,Host-Pathogen / Infection Response, under Virus: SARS-CoV-2 ( isolate BetaCoV/France/ IDF0372/2020) treatment (0.005 MOI),Lung Adenocarcinoma Cell Line,Calu-3,bidirectional,Knockout,bidirectional,556,Rebendenne A (2022),35879413,test,76,14,62,11,"Host-Pathogen/Infection · Lung Adenocarcinoma · ACE2, TMPRSS2, RMC1"
